MUNICIPIO,CLASSIFICADOR_TIPO,CLASSIFICADOR,SETOR
DIVINOPOLIS,NRAT,2019-014069369-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-014166857-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-014448870-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-014625473-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-014793770-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-014795058-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-015120658-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-015302752-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-015684202-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-015867706-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-016021365-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-016104286-001,NITEROI
DIVINOPOLIS,NRAT,2019-016352970-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017084161-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017248957-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017379010-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017538214-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017571268-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-017758939-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018122633-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018262209-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018428705-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018532099-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018730311-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018762646-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-019369574-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-019393978-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-019534474-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-019692788-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-019983290-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020021918-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020060172-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020377203-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020545919-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020720147-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020837034-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020875247-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020896948-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-020974578-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021166292-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021187890-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021200377-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021376078-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021388436-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021805970-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-021947691-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022086582-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022414903-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022450885-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022889351-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022973972-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023008886-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023153138-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023179411-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023312660-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023331431-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023429742-001,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,ZONA RURAL,PLANALTO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,SAO SEBASTIAO,BOM PASTOR
DIVINOPOLIS,COMPLEMENTO_ENDERECO,SANTA LUCIA,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,rancho alegre,PLANALTO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,nova fortaleza1,BOM PASTOR
DIVINOPOLIS,COMPLEMENTO_ENDERECO,NOVA FORTALEZA 2,BOM PASTOR
DIVINOPOLIS,COMPLEMENTO_ENDERECO,Bairro Icara¿,NITEROI
DIVINOPOLIS,COMPLEMENTO_ENDERECO,B- CANDIDES,NITEROI
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDIM BRASILIA,ALTO GOIAS
DIVINOPOLIS,PONTO_DE_REFERENCIA,PROXIMO AO FORUM,BOM PASTOR
DIVINOPOLIS,PONTO_DE_REFERENCIA,PAPELARIA MUNDO MÁGICO PRESENTES,BOM PASTOR
DIVINOPOLIS,PONTO_DE_REFERENCIA,ARTEC,BOM PASTOR
DIVINOPOLIS,NREDS,2018-014052333-001,BOM PASTOR
DIVINOPOLIS,NREDS,2018-015707789-001,ALTO GOIAS
DIVINOPOLIS,NREDS,2018-021679660-001,BOM PASTOR
DIVINOPOLIS,NREDS,2018-023214598-001,NITEROI
DIVINOPOLIS,NREDS,2018-054040920-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-001062865-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-003033491-001,NITEROI
DIVINOPOLIS,NREDS,2019-006355492-001,BOM PASTOR
DIVINOPOLIS,NREDS,2019-008152710-001,HIPER CENTRO
DIVINOPOLIS,LOGRADOURO,LOUIS FRANCESCON,PLANALTO
DIVINOPOLIS,PONTO_DE_REFERENCIA,SÍTIO ARIÃO,PLANALTO
DIVINOPOLIS,NREDS,2018-014162965-001,PLANALTO
DIVINOPOLIS,NREDS,2018-054947917-001,PLANALTO
DIVINOPOLIS,NREDS,2018-055106594-001,SAO JOSE
DIVINOPOLIS,NREDS,2018-057561710-001,SAO JOSE
DIVINOPOLIS,NREDS,2019-003100773-001,BOM PASTOR
DIVINOPOLIS,NREDS,2019-007459087-001,SAO JOSE
DIVINOPOLIS,NREDS,2019-008391237-001,SAO JOSE
DIVINOPOLIS,NREDS,2019-011266457-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-016554642-001,PLANALTO
DIVINOPOLIS,NREDS,2018-005879587-001,PORTO VELHO
DIVINOPOLIS,NREDS,2018-032796013-001,PORTO VELHO
DIVINOPOLIS,NREDS,2018-036873870-001,PORTO VELHO
DIVINOPOLIS,NREDS,2018-049004380-001,NITEROI
DIVINOPOLIS,NREDS,2018-051919410-001,PORTO VELHO
DIVINOPOLIS,NREDS,2018-053724806-001,NITEROI
DIVINOPOLIS,NREDS,2018-053839882-001,NITEROI
DIVINOPOLIS,NREDS,2018-054676424-001,PORTO VELHO
DIVINOPOLIS,NREDS,2018-056447781-001,NITEROI
DIVINOPOLIS,NREDS,2019-002279273-001,NITEROI
DIVINOPOLIS,NREDS,2019-002426065-001,NITEROI
DIVINOPOLIS,NREDS,2019-003567340-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-005933387-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-007869993-001,BOM PASTOR
DIVINOPOLIS,NREDS,2019-008140875-001,NITEROI
DIVINOPOLIS,NREDS,2019-019204284-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-023207687-001,NITEROI
DIVINOPOLIS,NREDS,2019-024175016-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-008354408-001,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ITAGUACU,PORTO VELHO
DIVINOPOLIS,NREDS,2019-024820926-001,NITEROI
DIVINOPOLIS,LOGRADOURO,VALDECI EXPEDITO DUARTE,NITEROI
DIVINOPOLIS,NREDS,2018-010469547-001,NITEROI
DIVINOPOLIS,NREDS,2018-010658461-001,NITEROI
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,FAZENDA AGUA FRIA,PLANALTO
DIVINOPOLIS,LOGRADOURO,CANDIDES,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RIO BRANCO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,TUCURUCA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,COMUNIDADE RURAL BURITIS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CARLOS SCHIRMER,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,DO TRABALHO,PORTO VELHO
DIVINOPOLIS,NRAT,2019-014991810-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-016681548-001,PLANALTO
DIVINOPOLIS,NRAT,2019-017046901-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-018224836-001,PLANALTO
DIVINOPOLIS,NRAT,2019-019142791-001,PLANALTO
DIVINOPOLIS,NRAT,2019-020682900-001,PLANALTO
DIVINOPOLIS,NRAT,2019-022222829-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022399396-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-022776538-001,PLANALTO
DIVINOPOLIS,NRAT,2019-023137856-001,PLANALTO
DIVINOPOLIS,NRAT,2019-023623161-001,PLANALTO
DIVINOPOLIS,NRAT,2019-023656594-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-023665830-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024192671-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024267897-001,PLANALTO
DIVINOPOLIS,NRAT,2019-024380550-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024410587-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024447390-001,PLANALTO
DIVINOPOLIS,NRAT,2019-024549280-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024663026-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024857911-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-024892090-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-025425660-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-025462998-001,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,BAIRRO SANTA ROSA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RUA GERALDO AMARAL,PORTO VELHO
DIVINOPOLIS,NREDS,2019-025500152-001,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,PEROBA,SAO JOSE
DIVINOPOLIS,NREDS,2019-026035733-001,NITEROI
DIVINOPOLIS,NREDS,2019-025943021-001,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,GETULIO VARGAS,HIPER CENTRO
DIVINOPOLIS,NREDS,2019-007094892-001,HIPER CENTRO
DIVINOPOLIS,NREDS,2019-007756418-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-024453331-001,PLANALTO
DIVINOPOLIS,NRAT,2019-023158457-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,CACOCO DO MEIO,PLANALTO
DIVINOPOLIS,LOGRADOURO,ZE LAGOA,PORTO VELHO
DIVINOPOLIS,NRAT,2019-025086032-001,PLANALTO
DIVINOPOLIS,NRAT,2019-025253139-001,PLANALTO
DIVINOPOLIS,NRAT,2019-025612391-001,PLANALTO
DIVINOPOLIS,NRAT,2019-025630939-001,PLANALTO
DIVINOPOLIS,NRAT,2019-025747384-001,PLANALTO
DIVINOPOLIS,NRAT,2019-025878836-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026544002-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026688968-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026742454-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026932072-001,PLANALTO
DIVINOPOLIS,NRAT,2019-027181541-001,PLANALTO
DIVINOPOLIS,NRAT,2019-027248773-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,CONDOMINIO ROSENVALDO,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,INTERLAGOS,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,bairro:santa luzia,PLANALTO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,KM 43 ESTACAO GWD,SAO JOSE
DIVINOPOLIS,NREDS,2019-028035753-001,SAO JOSE
DIVINOPOLIS,NREDS,2019-011481276-001,PLANALTO
DIVINOPOLIS,NREDS,2019-020061073-001,PLANALTO
DIVINOPOLIS,NREDS,2019-022894733-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,ROSA FONSECA E SILVA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,PACAEMBU,SAO JOSE
DIVINOPOLIS,NREDS,2019-029722245-001,PORTO VELHO
DIVINOPOLIS,NREDS,2019-029971708-001,BOM PASTOR
DIVINOPOLIS,NRAT,2019-027244330-001,PLANALTO
DIVINOPOLIS,NRAT,2019-027587886-001,PLANALTO
DIVINOPOLIS,NRAT,2019-027596454-001,PLANALTO
DIVINOPOLIS,NRAT,2019-027775988-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-027949889-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,ALTINO DE OLIVEIRA CAMPOS,PORTO VELHO
DIVINOPOLIS,NRAT,2019-028185064-001,PLANALTO
DIVINOPOLIS,NRAT,2019-028303941-001,PLANALTO
DIVINOPOLIS,NRAT,2019-028455117-001,PLANALTO
DIVINOPOLIS,NRAT,2019-028670161-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029027046-001,PLANALTO
DIVINOPOLIS,PONTO_DE_REFERENCIA,ANTIGA SIDERURGIA,ALTO GOIAS
DIVINOPOLIS,NREDS,2019-031391412-001,NITEROI
DIVINOPOLIS,NRAT,2019-028118737-001,PORTO VELHO
DIVINOPOLIS,NRAT,2019-029271352-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029423028-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029542949-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029555571-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029605514-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029701512-001,PLANALTO
DIVINOPOLIS,NRAT,2019-030623428-001,PLANALTO
DIVINOPOLIS,NRAT,2019-030893864-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,JUAREZ BARROS DE AGUIAR,PORTO VELHO
DIVINOPOLIS,NREDS,2019-032240305-001,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,S/BAIRRO,PORTO VELHO
DIVINOPOLIS,NREDS,2019-032604363-001,ALTO GOIAS
DIVINOPOLIS,LOGRADOURO,PADRE ABEL,PORTO VELHO
DIVINOPOLIS,NRAT,2019-031043848-001,PLANALTO
DIVINOPOLIS,NRAT,2019-031311789-001,PLANALTO
DIVINOPOLIS,NRAT,2019-031734538-001,PLANALTO
DIVINOPOLIS,NRAT,2019-031893714-001,PLANALTO
DIVINOPOLIS,NRAT,2019-032262725-001,PLANALTO
DIVINOPOLIS,NRAT,2019-032310910-001,PLANALTO
DIVINOPOLIS,NRAT,2019-029136134-001,PLANALTO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,B- JARDIM COPACABANA,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,B-LAGOA PARK,PORTO VELHO
DIVINOPOLIS,NREDS,2019-034095874-001,ALTO GOIAS
DIVINOPOLIS,COMPLEMENTO_ENDERECO,jardim das acacias,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,B:SAO JOSE,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MAR E TERRA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,VILA SANTO ANDRÉ,HIPER CENTRO
DIVINOPOLIS,NRAT,2019-025869168-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026083731-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026454070-001,PLANALTO
DIVINOPOLIS,NRAT,2019-026892053-001,PLANALTO
DIVINOPOLIS,NRAT,2019-028247293-001,PLANALTO
DIVINOPOLIS,NRAT,2019-028391261-001,PLANALTO
DIVINOPOLIS,NRAT,2019-030941955-001,PLANALTO
DIVINOPOLIS,NRAT,2019-032215039-001,PLANALTO
DIVINOPOLIS,NRAT,2019-033074906-001,PLANALTO
DIVINOPOLIS,NRAT,2019-033443519-001,PLANALTO
DIVINOPOLIS,NRAT,2019-033771989-001,PLANALTO
DIVINOPOLIS,NRAT,2019-034153750-001,PLANALTO
DIVINOPOLIS,NRAT,2019-034521421-001,PLANALTO
DIVINOPOLIS,NRAT,2019-034675709-001,PLANALTO
DIVINOPOLIS,NRAT,2019-035116082-001,PLANALTO
DIVINOPOLIS,NRAT,2019-035196465-001,PLANALTO
DIVINOPOLIS,NRAT,2019-035329372-001,PLANALTO
DIVINOPOLIS,NRAT,2019-035899974-001,PLANALTO
DIVINOPOLIS,NRAT,2019-036034501-001,PLANALTO
DIVINOPOLIS,NREDS,2019-036207990-001,BOM PASTOR
DIVINOPOLIS,NREDS,2019-036393879-001,BOM PASTOR
DIVINOPOLIS,NREDS,2019-038111370-001,NITEROI
DIVINOPOLIS,NREDS,2019-037726102-001,BOM PASTOR
DIVINOPOLIS,NRAT,2019-033130129-001,PLANALTO
DIVINOPOLIS,NRAT,2019-037138908-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,PERU,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,DAVANUZE,PORTO VELHO
DIVINOPOLIS,NREDS,2019-038912820-001,PLANALTO
DIVINOPOLIS,NREDS,2019-039094337-001,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,B- NA¿OES,PORTO VELHO
DIVINOPOLIS,NREDS,2019-039243312-001,PORTO VELHO
DIVINOPOLIS,NRAT,2019-039243312-001,PORTO VELHO
DIVINOPOLIS,NRAT,2018-013475784-001,PLANALTO
DIVINOPOLIS,NRAT,2018-013646127-001,PLANALTO
DIVINOPOLIS,NRAT,2018-015460239-001,PLANALTO
DIVINOPOLIS,NRAT,2018-017303920-001,PLANALTO
DIVINOPOLIS,NRAT,2018-023839496-001,NITEROI
DIVINOPOLIS,NRAT,2018-028354865-001,ALTO GOIAS
DIVINOPOLIS,NRAT,2018-030886299-001,PLANALTO
DIVINOPOLIS,NRAT,2018-031051989-001,PLANALTO
DIVINOPOLIS,NRAT,2018-031681080-001,PLANALTO
DIVINOPOLIS,NRAT,2018-033554740-001,PLANALTO
DIVINOPOLIS,NRAT,2018-034755942-001,PLANALTO
DIVINOPOLIS,NRAT,2018-035688642-001,PLANALTO
DIVINOPOLIS,NRAT,2018-035857356-001,SAO JOSE
DIVINOPOLIS,NRAT,2018-036264279-001,PLANALTO
DIVINOPOLIS,NRAT,2018-038441453-001,BOM PASTOR
DIVINOPOLIS,NRAT,2018-043852710-001,PLANALTO
DIVINOPOLIS,NRAT,2018-046637988-001,PLANALTO
DIVINOPOLIS,NRAT,2018-050765118-001,PLANALTO
DIVINOPOLIS,NRAT,2018-051517415-001,PLANALTO
DIVINOPOLIS,NRAT,2018-053666750-001,PLANALTO
DIVINOPOLIS,NRAT,2018-054341692-001,PLANALTO
DIVINOPOLIS,NRAT,2018-057117952-001,PLANALTO
DIVINOPOLIS,NRAT,2018-057256840-001,PLANALTO
DIVINOPOLIS,NRAT,2018-057993990-001,PLANALTO
DIVINOPOLIS,NRAT,2019-038424550-001,PLANALTO
DIVINOPOLIS,NRAT,2019-038565026-001,PLANALTO
DIVINOPOLIS,NRAT,2019-039699128-001,PLANALTO
DIVINOPOLIS,PONTO_DE_REFERENCIA,SWG84,SAO JOSE
DIVINOPOLIS,LOGRADOURO,ABAETE,HIPER CENTRO
DIVINOPOLIS,LOGRADOURO,SYBELE,NITEROI
DIVINOPOLIS,LOGRADOURO,MANGANES,NITEROI
DIVINOPOLIS,NRAT,2019-041005492-001,SAO JOSE
DIVINOPOLIS,LOGRADOURO,LOTUS,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SAO GERALDO,NITEROI
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JOAO ANTONIO GON¿ALVES,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,BAIRRO JOÃO PAULO II,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,ferrador,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ODETE FELICIA DE JESUS,PORTO VELHO
DIVINOPOLIS,NRAT,2019-042309290-001,PLANALTO
DIVINOPOLIS,NRAT,2019-043040728-001,PLANALTO
DIVINOPOLIS,NRAT,2019-036710613-001,SAO JOSE
DIVINOPOLIS,NRAT,2019-043606684-001,PLANALTO
DIVINOPOLIS,NRAT,2019-043724786-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,GERALDINO VOVO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RECANTO DAS FLORES,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JABOTICABAL,SAO JOSE
DIVINOPOLIS,NREDS,2019-043372540-001,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOAQUIM JOSE DO PRADO,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,PORTO SECO,NITEROI
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,MATO GROSSO,HIPER CENTRO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,NOE SOARES,SAO JOSE
DIVINOPOLIS,NRAT,2019-038263920-001,PLANALTO
DIVINOPOLIS,NRAT,2019-039341599-001,PLANALTO
DIVINOPOLIS,NRAT,2019-039600247-001,PLANALTO
DIVINOPOLIS,NRAT,2019-040433996-001,PLANALTO
DIVINOPOLIS,NRAT,2019-043242011-001,PLANALTO
DIVINOPOLIS,NRAT,2019-043936599-001,PLANALTO
DIVINOPOLIS,NRAT,2019-044333105-001,PLANALTO
DIVINOPOLIS,NRAT,2019-044733678-001,PLANALTO
DIVINOPOLIS,NRAT,2019-046337530-001,PLANALTO
DIVINOPOLIS,NRAT,2019-046537624-001,PLANALTO
DIVINOPOLIS,NRAT,2019-046947051-001,PLANALTO
DIVINOPOLIS,NRAT,2019-047426365-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,CAPAO QUEIMADO,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,AMG 0345,PORTO VELHO
DIVINOPOLIS,PONTO_DE_REFERENCIA,COMUNIDADE QUILOMBO,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,RESIDENCIAL RINALDO CAMPOS SOARES,BOM PASTOR
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MANOEL VALINHA,NITEROI
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CORONEL JOAO NOTINI,HIPER CENTRO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ANTONIO PIO DA SILVA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,SERRO,BOM PASTOR
DIVINOPOLIS,LOGRADOURO,DOM CRISTIANO,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,RETIRO DOS PADRES,SAO JOSE
DIVINOPOLIS,NRAT,2019-047852672-001,PLANALTO
DIVINOPOLIS,NRAT,2019-048773913-001,PLANALTO
DIVINOPOLIS,NRAT,2019-048997066-001,PLANALTO
DIVINOPOLIS,NRAT,2019-049114717-001,PLANALTO
DIVINOPOLIS,NRAT,2019-049507329-001,PLANALTO
DIVINOPOLIS,NREDS,2019-051791245-001,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,SANTA TEREZA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ORIBES BATISTA LEITE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,LAGOA DA PRATA,SAO JOSE
DIVINOPOLIS,NRAT,2019-050000581-001,PLANALTO
DIVINOPOLIS,NRAT,2019-050972140-001,PLANALTO
DIVINOPOLIS,NRAT,2019-051083783-001,HIPER CENTRO
DIVINOPOLIS,NRAT,2019-051329263-001,PLANALTO
DIVINOPOLIS,NRAT,2019-052013334-001,PLANALTO
DIVINOPOLIS,NRAT,2019-052045208-001,PLANALTO
DIVINOPOLIS,NRAT,2019-052092885-001,ALTO GOIAS
DIVINOPOLIS,NRAT,2019-052558490-001,PLANALTO
DIVINOPOLIS,NRAT,2019-052642977-001,PLANALTO
DIVINOPOLIS,NRAT,2019-052762266-001,PLANALTO
DIVINOPOLIS,LOGRADOURO,BAOBA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,HELENO RAMOS FREITAS,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,povoado dos costas,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SIDIL,HIPER CENTRO
DIVINOPOLIS,PONTO_DE_REFERENCIA,atras do polivalente,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ANTONIO GONTIJO DE AZEVEDO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,SOLDADO JOAQUIM GONCALVES,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ALCEU AMOROSO LIMA,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ANTONIO DE OLIVEIRA CASTRO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JULIO NOGUEIRA,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BORIO,NITEROI
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,jesus joao do veu,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BATISTAS,ALTO GOIAS
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE LEITE CARVALHO,NITEROI
DIVINOPOLIS,LOGRADOURO,MOSCOU,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,TAILANDIA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,SILVIO HONORIO DA COSTA,BOM PASTOR
DIVINOPOLIS,LOGRADOURO,23 de novembro,ALTO GOIAS
DIVINOPOLIS,NRAT,2019-053434060-001,ALTO GOIAS
DIVINOPOLIS,NRAT,2019-053540100-001,PLANALTO
DIVINOPOLIS,NRAT,2019-053749960-001,PLANALTO
DIVINOPOLIS,NRAT,2019-053888950-001,PLANALTO
DIVINOPOLIS,NRAT,2019-054808653-001,PLANALTO
DIVINOPOLIS,NRAT,2019-055158600-001,PLANALTO
DIVINOPOLIS,NRAT,2019-055259836-001,PLANALTO
DIVINOPOLIS,NRAT,2019-055290592-001,PLANALTO
DIVINOPOLIS,NRAT,2019-056330487-001,PLANALTO
DIVINOPOLIS,NRAT,2019-056370385-001,PLANALTO
DIVINOPOLIS,NRAT,2019-056436922-001,PLANALTO
DIVINOPOLIS,NRAT,2019-057352835-001,PLANALTO
DIVINOPOLIS,NRAT,2019-057684842-001,PLANALTO
DIVINOPOLIS,NRAT,2019-057693191-001,PLANALTO
DIVINOPOLIS,NREDS,2019-055682550-001,PLANALTO
DIVINOPOLIS,NREDS,2019-056023969-001,PLANALTO
DIVINOPOLIS,NREDS,2019-059198914-001,BOM PASTOR
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE JOAO DE OLIVEIRA,PLANALTO
DIVINOPOLIS,NREDS,2019-061207280-001,ALTO GOIAS
DIVINOPOLIS,COMPLEMENTO_ENDERECO,NOVA FORTALEZA 1,BOM PASTOR
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,cacoco de cima,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,sapecaco,PLANALTO
